trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.5, 'e': 0.952959969571672}",20,0,-92.34459476953347,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9524341873793502}",25,0,-130.41389716137508,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.95190555464746}",25,0,-87.12649480651879,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.9513740729581459}",20,0,-118.76677464080535,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9508397439020789}",20,0,-82.91136776630573,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.9503025690784522}",20,1,-62.26481930976453,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.9497625500949759}",35,0,-213.88681170695008,"{0: 15, 1: 9, 2: 7, 3: 2, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.9492196885678723}",25,0,-182.1655587508614,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.9486739861218714}",20,0,-126.90630817009016,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.9481254443902055}",20,0,-187.81544004772675,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.947574065014605}",20,0,-67.21277803848135,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9470198496452924}",25,0,-55.07662245222032,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9464627999409788}",20,0,-81.28347517715012,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.9459029175688578}",20,0,-145.59155315904857,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9453402042046009}",25,0,-190.77992891007904,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
193,False,"{'a': 0.5, 'e': 0.9447746615323523}",20,0,-129.55277615932079,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9442062912447247}",30,0,-187.33795689801033,"{0: 16, 1: 0, 2: 11, 3: 1, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.9436350950427926}",20,0,-98.05827880240076,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9430610746360891}",25,0,-49.62536295961493,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9424842317425992}",30,13,-60.21656502050331,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.9419045680887556}",20,0,-106.64334583542345,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.9413220854094333}",20,7,-89.27607491371612,"{0: 6, 1: 3, 2: 2, 3: 1, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.9407367854479443}",20,0,-109.22274632328232,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9401486699560322}",20,0,-143.8332988902043,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.9395577406938677}",35,1,-113.50183454606433,"{0: 25, 1: 0, 2: 7, 3: 0, 4: 2}",1
203,False,"{'a': 0.5, 'e': 0.9389639994300423}",20,0,-33.49282429051327,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.938367447941564}",20,16,6.963433898137002,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.9377680880138511}",30,14,-31.2053556927163,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.9371659214407276}",30,0,-65.2143119163708,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.9365609500244175}",35,4,-56.85614776647092,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.935953175575539}",35,0,-163.76027723408174,"{0: 22, 1: 1, 2: 10, 3: 0, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.9353425999131001}",25,0,-168.51684980839872,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.9347292248644921}",20,15,6.804796519667706,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.9341130522654847}",25,0,-171.80890409333435,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
212,False,"{'a': 0.5, 'e': 0.9334940839602205}",30,0,-81.10960398213966,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.9328723218012092}",20,0,-5.174183031480594,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9322477676493222}",25,0,-63.6127254004488,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.9316204233737874}",20,0,-106.72550575037027,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9309902908521829}",25,1,-93.11921273069947,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.9303573719704318}",25,0,-128.83853852084766,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.9297216686227966}",25,0,-185.1299288049263,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 4}",0
219,False,"{'a': 0.5, 'e': 0.9290831827118734}",25,0,-87.39582644063525,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9284419161485862}",20,0,-95.61774564357925,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9277978708521811}",25,0,-184.88335568159073,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
222,False,"{'a': 0.5, 'e': 0.927151048750221}",35,0,-112.02854845009392,"{0: 23, 1: 6, 2: 3, 3: 2, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.9265014517785792}",20,0,-45.261215347522615,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.9258490818814339}",20,0,-59.94149646748489,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.9251939410112625}",20,0,-123.44482528389328,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9245360311288358}",25,13,-29.837960415518655,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.9238753542032114}",20,0,-118.9603926630888,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.9232119122117293}",30,0,-81.12124547688299,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9225457071400042}",20,0,-190.35604224564048,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.9218767409819207}",30,0,-180.5405386378729,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
231,False,"{'a': 0.5, 'e': 0.9212050157396274}",30,0,-281.7270272066532,"{0: 13, 1: 8, 2: 3, 3: 1, 4: 5}",0
232,False,"{'a': 0.5, 'e': 0.9205305334235301}",20,0,-74.25519005673739,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.9198532960522865}",20,0,-99.60645614736005,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.9191733056527996}",25,0,-93.62013391810768,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9184905642602126}",20,8,-97.59170598062879,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
236,False,"{'a': 0.5, 'e': 0.9178050739179012}",20,0,-140.03202632881326,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",1
237,False,"{'a': 0.5, 'e': 0.9171168366774692}",20,0,-157.5313605774676,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.9164258545987415}",30,0,-151.40991887740253,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
239,False,"{'a': 0.5, 'e': 0.9157321297497575}",25,17,-30.722589501668658,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.9150356642067659}",30,0,-157.8986678065391,"{0: 18, 1: 0, 2: 8, 3: 3, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.9143364600542179}",25,2,-84.26224839214137,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.9136345193847611}",20,0,-106.94813830530862,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.9129298442992333}",25,0,-107.0262533658702,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.9122224369066559}",20,0,-108.4934797319086,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9115122993242282}",25,12,-5.173701039013532,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.91079943367732}",20,8,-151.90859183066559,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 3}",1
247,False,"{'a': 0.5, 'e': 0.9100838420994667}",20,0,-63.729893384261985,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9093655267323618}",20,0,-145.36601645248754,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
249,False,"{'a': 0.5, 'e': 0.9086444897258507}",20,16,7.3052753245971775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.9079207332379245}",20,0,-63.230592591931114,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
251,False,"{'a': 0.5, 'e': 0.9071942594347135}",25,8,-25.53601225544485,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.9064650704904808}",20,0,-102.6478800266356,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.9057331685876151}",20,0,-106.95718650862719,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.9049985559166253}",25,12,-55.620336445010885,"{0: 9, 1: 0, 2: 1, 3: 3, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.904261234676133}",20,0,-44.807013315048266,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9035212070728663}",20,0,-92.4565475045817,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9027784753216536}",25,0,-152.60865000348142,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 4}",0
258,False,"{'a': 0.5, 'e': 0.9020330416454159}",20,0,-46.111053016022424,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.9012849082751612}",25,0,-129.46283231668338,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.9005340774499773}",20,0,-44.808947306418005,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.8997805514170252}",20,0,-94.65135792688572,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.8990243324315323}",25,17,-12.22017063406657,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.898265422756786}",20,0,-57.243644079438425,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.8975038246641266}",20,0,-74.89262560589265,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.8967395404329401}",25,2,-65.73982527716538,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.8959725723506525}",25,0,-200.01425326934614,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
267,False,"{'a': 0.5, 'e': 0.895202922712722}",20,0,-99.01494399522076,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.8944305938226322}",20,16,6.1072024732442225,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.8936555879918859}",20,0,-89.57675806542134,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.8928779075399973}",20,0,-45.12019502780564,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.8920975547944858}",20,0,-43.41926383689403,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.8913145320908684}",25,15,-31.258885516182133,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.8905288417726532}",20,0,-131.7303321208968,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
274,False,"{'a': 0.5, 'e': 0.8897404861913323}",25,0,-161.40875460080386,"{0: 13, 1: 6, 2: 2, 3: 2, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.8889494677063744}",25,5,-121.07609330417603,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.888155788685218}",20,0,4.594553521457303,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.8873594515032649}",30,0,-101.81707868371687,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.8865604585438716}",30,0,-147.011605684483,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.8857588121983437}",25,0,-100.11771674409134,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.8849545148659279}",20,0,-65.47364673610977,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.8841475689538052}",30,0,-87.7137542621341,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
282,False,"{'a': 0.5, 'e': 0.8833379768770834}",25,0,-107.9424263201411,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.88252574105879}",25,0,-263.14350693788833,"{0: 11, 1: 1, 2: 7, 3: 2, 4: 4}",0
284,False,"{'a': 0.5, 'e': 0.8817108639298649}",20,0,-90.9523975917132,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.8808933479291532}",20,0,-97.81084181988841,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.8800731955033981}",20,0,-146.5309036010459,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
287,False,"{'a': 0.5, 'e': 0.8792504091072332}",20,12,-6.932731670972804,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.8784249912031751}",25,0,-219.36151657537013,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 4}",0
289,False,"{'a': 0.5, 'e': 0.8775969442616165}",25,0,-172.52207270309785,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
290,False,"{'a': 0.5, 'e': 0.8767662707608186}",25,0,-190.7739478705579,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
291,False,"{'a': 0.5, 'e': 0.8759329731869033}",30,0,-107.81983855577126,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.8750970540338465}",20,0,-91.06738319124997,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.8742585158034699}",30,0,-171.52678954861457,"{0: 18, 1: 4, 2: 3, 3: 3, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.8734173610054339}",20,0,-5.832172660101128,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.8725735921572302}",25,0,-62.5184776230633,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.8717272117841738}",25,12,-56.05205171449905,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.8708782224193958}",20,0,-30.05962167861582,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.8700266266038362}",20,8,-5.689953345350973,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.8691724268862352}",20,0,-127.63342129633179,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
300,False,"{'a': 0.5, 'e': 0.8683156258231266}",20,4,-78.4781459737521,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 1}",1
301,False,"{'a': 0.5, 'e': 0.8674562259788297}",35,0,-166.1459321324317,"{0: 19, 1: 6, 2: 7, 3: 2, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.8665942299254414}",20,0,-98.33157596078041,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.8657296402428293}",20,0,-48.85878094018696,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.8648624595186233}",20,0,-90.72072009651491,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.8639926903482076}",20,0,-50.71579712023819,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8631203353347139}",20,1,-78.99238506147984,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.8622453970890129}",20,0,-71.63405952455473,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.8613678782297066}",20,0,-116.49253148147872,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
309,False,"{'a': 0.5, 'e': 0.8604877813831205}",25,13,-12.039845602664448,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.8596051091832958}",20,8,-26.59975696153871,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.5, 'e': 0.8587198642719815}",25,18,5.3853151119023694,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.8578320492986264}",20,0,-67.93915495592766,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.8569416669203713}",25,0,-158.89501510616495,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.8560487198020409}",25,12,-22.05596725522739,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.855153210616136}",20,0,-133.19089505884108,"{0: 7, 1: 3, 2: 7, 3: 3, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.8542551420428255}",30,18,-11.063250412663459,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.853354516769938}",25,0,-156.48413168657564,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 4}",0
318,False,"{'a': 0.5, 'e': 0.8524513374929542}",25,0,-108.95845982165531,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.8515456069149987}",20,0,-48.80662174618059,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.850637327746832}",30,0,-58.37934812554837,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.849726502706842}",30,0,-32.572242187563496,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.8488131345210363}",30,18,-6.336887597674254,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.847897225923034}",20,0,13.013728135946925,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.846978779654057}",30,0,-65.36150726673682,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.8460577984629226}",25,3,-138.77944462888397,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 2}",1
326,False,"{'a': 0.5, 'e': 0.8451342851060348}",25,0,-148.89742800147332,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
327,False,"{'a': 0.5, 'e': 0.844208242347376}",20,0,-53.9748837399299,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.8432796729584989}",30,0,-118.93069531336383,"{0: 20, 1: 2, 2: 3, 3: 5, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.842348579718518}",25,0,-81.03777620448788,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.8414149654141015}",30,8,-118.31795201240237,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 2}",1
331,False,"{'a': 0.5, 'e': 0.8404788328394632}",25,0,-88.93160963534204,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.8395401847963535}",20,0,-153.78601826592742,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
333,False,"{'a': 0.5, 'e': 0.8385990240940514}",25,0,-70.62280517228001,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.837655353549356}",30,0,-194.27506200553157,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
335,False,"{'a': 0.5, 'e': 0.8367091759865782}",20,3,12.437214177217585,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.8357604942375323}",25,0,-101.80032207346481,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.834809311141527}",25,0,-189.81486868871553,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
338,False,"{'a': 0.5, 'e': 0.8338556295453575}",20,8,-7.209302271522225,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.8328994523032968}",25,0,-82.12497370601146,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.831940782277087}",25,0,-152.3444044868036,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
341,False,"{'a': 0.5, 'e': 0.8309796223359309}",20,0,-115.37208657486615,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.8300159753564834}",20,0,-74.28600063279993,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.8290498442228429}",30,0,-55.78999590103692,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.8280812318265425}",25,0,-119.3054664499091,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.8271101410665413}",25,0,-59.26551791277695,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.8261365748492164}",20,9,-107.30382997645258,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 2}",1
347,False,"{'a': 0.5, 'e': 0.8251605360883534}",25,0,-80.07143647133577,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.8241820277051378}",35,15,-57.55668861747605,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.8232010526281467}",20,0,-105.75092091630785,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.8222176137933397}",25,0,-92.43613709939105,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.82123171414405}",20,0,-70.38447398886915,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.8202433566309763}",20,0,-95.43158865717183,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.8192525442121726}",25,0,-82.86766980153537,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.818259279853041}",30,0,-112.29479310205608,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
355,False,"{'a': 0.5, 'e': 0.8172635665263214}",20,0,-6.985683099490854,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.8162654072120836}",25,1,-51.161921587839494,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.8152648048977179}",20,1,-110.3398600467676,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.8142617625779263}",25,19,-4.822196377976621,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.8132562832547131}",20,0,-87.67150209939476,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.8122483699373769}",20,0,-72.80379464555377,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.8112380256425006}",20,0,-97.71497976958008,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
