trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
362,False,"{'a': 0.5, 'e': 0.8102252533939429}",20,0,-10.164187225911965,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.809210056222829}",30,13,-69.40536688076348,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
364,False,"{'a': 0.5, 'e': 0.8081924371675422}",20,0,-15.007289039255568,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.8071723992737132}",20,0,-107.94008747620424,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.806149945594213}",20,0,-122.40878729927684,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
367,False,"{'a': 0.5, 'e': 0.8051250791891423}",25,0,-141.36173870094322,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
368,False,"{'a': 0.5, 'e': 0.8040978031258232}",25,0,-184.49893161275594,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
369,False,"{'a': 0.5, 'e': 0.8030681204787894}",30,5,-45.70253761865739,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.8020360343297771}",25,0,-27.74454712761802,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.8010015477677165}",30,0,-186.59445086479235,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
372,False,"{'a': 0.5, 'e': 0.7999646638887213}",30,0,-93.86707716340494,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
373,False,"{'a': 0.5, 'e': 0.7989253857960809}",30,0,-109.07134809246446,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.7978837166002496}",20,0,-77.43646674445161,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.7968396594188385}",20,7,-101.13636526924016,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 2}",1
376,False,"{'a': 0.5, 'e': 0.7957932173766056}",20,0,-46.70064226411316,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.7947443936054462}",30,0,-62.84359615206767,"{0: 21, 1: 0, 2: 9, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.7936931912443846}",25,0,-242.94565695915472,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 5}",0
379,False,"{'a': 0.5, 'e': 0.7926396134395634}",30,0,-107.97154998007306,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
380,False,"{'a': 0.5, 'e': 0.7915836633442347}",20,9,-72.23860001031652,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.790525344118751}",20,2,-109.55095038282931,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
382,False,"{'a': 0.5, 'e': 0.7894646589305548}",25,0,-216.92204955234706,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 3}",0
383,False,"{'a': 0.5, 'e': 0.7884016109541703}",20,0,-63.66592124445705,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.7873362033711929}",20,16,5.196985432141357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.7862684393702801}",25,0,-62.284966409961875,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
386,False,"{'a': 0.5, 'e': 0.785198322147142}",25,12,17.178520639019215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.7841258549045318}",20,8,-68.31944548366783,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
388,False,"{'a': 0.5, 'e': 0.7830510408522355}",20,0,-97.05654871260717,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
389,False,"{'a': 0.5, 'e': 0.7819738832070637}",25,10,-48.987368575855655,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
390,False,"{'a': 0.5, 'e': 0.7808943851928406}",20,0,-93.03970135264622,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
391,False,"{'a': 0.5, 'e': 0.779812550040395}",20,0,-95.21153148777658,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
392,False,"{'a': 0.5, 'e': 0.7787283809875504}",20,0,-107.71030616337612,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
393,False,"{'a': 0.5, 'e': 0.7776418812791155}",25,0,-193.44923191096262,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
394,False,"{'a': 0.5, 'e': 0.7765530541668748}",20,0,-93.39944976121294,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.7754619029095778}",20,0,-9.813632122793546,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.7743684307729305}",30,12,-24.74144204049036,"{0: 11, 1: 6, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.7732726410295847}",20,5,-23.686673878907293,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.7721745369591289}",25,0,-95.00618151498287,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.7710741218480778}",30,0,-91.27196490569578,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.7699713989898629}",30,0,-106.54784949581214,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
401,False,"{'a': 0.5, 'e': 0.7688663716848227}",20,0,-158.94715217421472,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
402,False,"{'a': 0.5, 'e': 0.7677590432401927}",20,11,17.62952667818941,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.7666494169700954}",25,16,9.524213353986251,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.7655374961955301}",20,0,-112.78627005072946,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
405,False,"{'a': 0.5, 'e': 0.7644232842443639}",25,0,-39.897322270637304,"{0: 17, 1: 6, 2: 1, 3: 1, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.7633067844513209}",20,0,-48.28057496070335,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.7621880001579726}",20,13,0.8314553516825807,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.7610669347127275}",25,0,-73.21944596862578,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.7599435914708216}",25,0,-179.12753154149445,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
410,False,"{'a': 0.5, 'e': 0.758817973794308}",25,0,-143.7974027248621,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
411,False,"{'a': 0.5, 'e': 0.7576900850520472}",25,0,-142.65779289748187,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.7565599286196963}",25,0,-87.742665052517,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.7554275078796998}",30,0,-24.69380498165194,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.7542928262212789}",25,0,-101.21326247254082,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
415,False,"{'a': 0.5, 'e': 0.7531558870404214}",25,0,-67.87644371155127,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.7520166937398718}",20,0,-40.26371636812888,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.7508752497291208}",25,0,-74.94521705676874,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
418,False,"{'a': 0.5, 'e': 0.7497315584243954}",30,0,-92.55137846109585,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.7485856232486484}",25,0,-143.81067729720348,"{0: 13, 1: 0, 2: 10, 3: 1, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.7474374476315484}",20,0,-126.3097755791715,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
421,False,"{'a': 0.5, 'e': 0.7462870350094694}",20,12,16.786859289114904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.7451343888254802}",25,3,-113.14775690417552,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 2}",1
423,False,"{'a': 0.5, 'e': 0.7439795125293351}",20,0,-55.92974393857209,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.7428224095774622}",25,0,-44.18915210452765,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.7416630834329541}",20,0,-60.28506497334131,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.7405015375655574}",20,0,-151.63484731258893,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
427,False,"{'a': 0.5, 'e': 0.7393377754516615}",25,8,-41.97520934967554,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
428,False,"{'a': 0.5, 'e': 0.7381718005742893}",30,0,-89.42347017295864,"{0: 20, 1: 3, 2: 4, 3: 3, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.7370036164230862}",25,0,-202.7150895479134,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
430,False,"{'a': 0.5, 'e': 0.7358332264943097}",25,6,-40.926990675833686,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.5, 'e': 0.7346606342908188}",25,0,-173.28577053294168,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
432,False,"{'a': 0.5, 'e': 0.7334858433220641}",30,5,-57.70714960357791,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.7323088571040763}",20,0,-73.48518646890302,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.7311296791594567}",20,5,-65.13843509332665,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.7299483130173663}",30,0,-136.76794887704364,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.7287647622135145}",25,0,-113.5140449584205,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.72757903029015}",20,0,-34.05787112611555,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.7263911207960487}",20,0,-48.30232115175794,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.7252010372865043}",30,0,-72.57133002633475,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.7240087833233168}",25,13,2.10828143013182,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.722814362474782}",25,0,-124.57471772990145,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
442,False,"{'a': 0.5, 'e': 0.7216177783156813}",20,0,-46.538300294807165,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
443,False,"{'a': 0.5, 'e': 0.7204190344272706}",30,13,-46.92933821723234,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.7192181343972696}",35,2,-92.89269199848859,"{0: 26, 1: 2, 2: 2, 3: 1, 4: 2}",1
445,False,"{'a': 0.5, 'e': 0.7180150818198509}",25,6,1.9544261679076391,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.7168098802956298}",20,8,-100.25659548971794,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
447,False,"{'a': 0.5, 'e': 0.715602533431653}",25,0,-109.85526203457265,"{0: 12, 1: 3, 2: 9, 3: 1, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.7143930448413882}",25,0,-128.0289741381157,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
449,False,"{'a': 0.5, 'e': 0.7131814181447126}",25,5,-45.452891205535316,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.7119676569679031}",20,0,-61.26579925778202,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.7107517649436244}",30,3,-34.45164240770427,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.709533745710919}",20,0,-21.18868565032391,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.7083136029151957}",20,3,-122.20319165287724,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
454,False,"{'a': 0.5, 'e': 0.707091340208219}",25,0,-36.12061936500343,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
455,False,"{'a': 0.5, 'e': 0.7058669612480979}",20,8,-21.287501279732037,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.7046404696992754}",25,0,-60.73122316548559,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
457,False,"{'a': 0.5, 'e': 0.7034118692325172}",25,0,-94.26888330793476,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
458,False,"{'a': 0.5, 'e': 0.7021811635249006}",20,0,-68.07485884738149,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.7009483562598039}",20,0,-93.196630767558,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.6997134511268949}",20,10,-60.654615481673915,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
461,False,"{'a': 0.5, 'e': 0.6984764518221203}",30,0,-154.5630524101475,"{0: 17, 1: 5, 2: 3, 3: 4, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.6972373620476945}",25,0,-48.88438623696566,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
463,False,"{'a': 0.5, 'e': 0.6959961855120882}",25,0,-78.83639681099638,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",1
464,False,"{'a': 0.5, 'e': 0.6947529259300178}",25,0,-125.30519123296735,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
465,False,"{'a': 0.5, 'e': 0.6935075870224341}",25,0,-79.44209786600707,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.6922601725165107}",20,0,-1.6965920414060887,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.6910106861456339}",25,0,-75.9705022952128,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
468,False,"{'a': 0.5, 'e': 0.6897591316493902}",30,15,-9.580370496733627,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.6885055127735563}",30,3,-51.07263430307473,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 1}",1
470,False,"{'a': 0.5, 'e': 0.6872498332700872}",25,15,-46.93726729344847,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.6859920968971052}",25,2,-138.23464646534072,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 3}",1
472,False,"{'a': 0.5, 'e': 0.6847323074188882}",20,6,-83.61082863285415,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 1}",1
473,False,"{'a': 0.5, 'e': 0.6834704686058597}",20,0,-44.614103926188974,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
474,False,"{'a': 0.5, 'e': 0.6822065842345757}",20,3,-47.5411419047607,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.6809406580877151}",30,0,-54.68088677782197,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
476,False,"{'a': 0.5, 'e': 0.6796726939540672}",25,0,-9.033281217712412,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 0.6784026956285208}",30,0,-65.81151211697482,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
478,False,"{'a': 0.5, 'e': 0.6771306669120531}",30,0,-104.31636576689438,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
479,False,"{'a': 0.5, 'e': 0.675856611611718}",25,19,-1.1969382130031576,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.6745805335406343}",25,16,-36.666382890066,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
481,False,"{'a': 0.5, 'e': 0.6733024365179754}",25,2,-91.13288881574859,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.6720223243689567}",20,0,-73.50317373805498,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
483,False,"{'a': 0.5, 'e': 0.6707402009248252}",20,6,-53.76785466083518,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
484,False,"{'a': 0.5, 'e': 0.669456070022847}",20,0,-98.67889188907986,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
485,False,"{'a': 0.5, 'e': 0.6681699355062966}",25,4,-40.054908844100105,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
486,False,"{'a': 0.5, 'e': 0.6668818012244448}",20,0,-114.25673515973621,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
487,False,"{'a': 0.5, 'e': 0.665591671032548}",25,15,1.3298260002899682,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.6642995487918358}",20,0,-111.59070029545188,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
489,False,"{'a': 0.5, 'e': 0.6630054383695}",25,0,-63.84479944146154,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.6617093436386825}",20,0,-60.02798560510605,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
491,False,"{'a': 0.5, 'e': 0.6604112684784643}",20,16,7.279355756663061,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.6591112167738538}",20,0,-32.39782969353068,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.6578091924157744}",20,0,-33.12112321010319,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
494,False,"{'a': 0.5, 'e': 0.6565051993010542}",20,0,-61.482136617985546,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.6551992413324131}",20,0,-2.908574707830716,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.6538913224184516}",30,0,-86.02933952294623,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
497,False,"{'a': 0.5, 'e': 0.6525814464736394}",20,0,-69.30840079338046,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.6512696174183031}",30,0,-195.16144583430344,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
499,False,"{'a': 0.5, 'e': 0.649955839178615}",20,0,-45.11110786173385,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
500,False,"{'a': 0.5, 'e': 0.648640115686581}",25,0,-126.25406056411579,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
501,False,"{'a': 0.5, 'e': 0.6473224508800288}",20,0,-24.135144423185462,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
502,False,"{'a': 0.5, 'e': 0.6460028487025967}",20,0,-158.08204020048038,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
503,False,"{'a': 0.5, 'e': 0.6446813131037209}",20,12,-14.91006658960189,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.6433578480386244}",30,6,-46.62280027058421,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.6420324574683047}",35,16,-44.418692090896116,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.6407051453595223}",35,3,-46.506694236040644,"{0: 25, 1: 4, 2: 2, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.6393759156847886}",25,0,-68.90823018816607,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
508,False,"{'a': 0.5, 'e': 0.6380447724223541}",25,8,-54.26753962785478,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.6367117195561965}",25,13,-24.1175781373031,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.6353767610760087}",20,0,-44.615181562573035,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.634039900977187}",25,11,-55.69595445688936,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
512,False,"{'a': 0.5, 'e': 0.6327011432608188}",30,0,-38.36586923716163,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
513,False,"{'a': 0.5, 'e': 0.6313604919336714}",30,0,-277.97718703229043,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 6}",0
514,False,"{'a': 0.5, 'e': 0.6300179510081788}",20,8,-21.491826452624068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
515,False,"{'a': 0.5, 'e': 0.6286735245024311}",25,0,-133.12666382908264,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
516,False,"{'a': 0.5, 'e': 0.6273272164401611}",20,0,-3.805841524362444,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.6259790308507333}",20,0,-73.99509057624479,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
518,False,"{'a': 0.5, 'e': 0.6246289717691313}",20,11,16.23710382608173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.623277043235946}",20,0,-39.946922992048336,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
520,False,"{'a': 0.5, 'e': 0.6219232492973632}",20,0,-119.3221053551909,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
521,False,"{'a': 0.5, 'e': 0.6205675940051518}",25,3,-74.1112892044836,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
522,False,"{'a': 0.5, 'e': 0.6192100814166516}",25,0,-36.656874590942515,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.6178507155947609}",30,0,-96.03956737420928,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
524,False,"{'a': 0.5, 'e': 0.6164895006079246}",20,0,-107.50664141832331,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
525,False,"{'a': 0.5, 'e': 0.6151264405301222}",25,0,-63.822507125512224,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.6137615394408551}",25,0,-20.27068935883854,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
527,False,"{'a': 0.5, 'e': 0.6123948014251348}",30,0,-64.65833641191716,"{0: 24, 1: 3, 2: 0, 3: 2, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.6110262305734704}",20,15,2.2485736310199353,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.6096558309818566}",25,7,-48.94945293041468,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.6082836067517614}",20,9,-26.216377806597574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
531,False,"{'a': 0.5, 'e': 0.6069095619901136}",25,0,-106.51438735212216,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
532,False,"{'a': 0.5, 'e': 0.6055337008092907}",30,17,-25.329571890772915,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
533,False,"{'a': 0.5, 'e': 0.6041560273271066}",20,0,-85.30469262094152,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
534,False,"{'a': 0.5, 'e': 0.6027765456667994}",30,0,-70.17576186473433,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
535,False,"{'a': 0.5, 'e': 0.6013952599570185}",25,12,-19.383369048620587,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.6000121743318131}",25,0,-12.96974749758716,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.5986272929306189}",30,19,-43.33017317772657,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
538,False,"{'a': 0.5, 'e': 0.5972406198982466}",25,11,-64.10259410977908,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
539,False,"{'a': 0.5, 'e': 0.5958521593848688}",30,6,-58.64986282883193,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
540,False,"{'a': 0.5, 'e': 0.594461915546008}",25,0,-51.75263589483233,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.593069892542524}",20,0,-93.57630151341215,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
542,False,"{'a': 0.5, 'e': 0.5916760945406012}",20,0,-53.918444811376204,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.5902805257117367}",25,0,-137.2935778286887,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 4}",0
544,False,"{'a': 0.5, 'e': 0.5888831902327274}",25,0,-65.18247944825578,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.5874840922856577}",20,0,-63.513323885343134,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
